loss_train,loss_val
2.879432552932852,2.7947633266448975
2.7750013996021083,2.7232606410980225
2.7568423505235757,2.7586498260498047
2.7451482916518537,2.755558729171753
2.7353944976287643,2.740020751953125
2.726981048484139,2.695754051208496
2.719461845520146,2.7231345176696777
2.712879909549436,2.7199549674987793
2.70708215028611,2.7308871746063232
2.7021413933821745,2.6817638874053955
2.6971456473773747,2.676443576812744
2.6931894855671556,2.726222276687622
2.689067722628553,2.711402416229248
2.6860160266606177,2.648988962173462
2.682665197021958,2.6585052013397217
2.6797286900836834,2.6685523986816406
2.6770974693476823,2.6907706260681152
2.6755659938603658,2.676734209060669
2.6736617815097876,2.6748857498168945
2.6727519128522124,2.6901378631591797
